Win/Loss (Fighter1),Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Win,Alan Jouban,Jared Gooden,Welterweight,U-DEC,3,am,0.71,24,17,7,0,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3,0.72,32,23,9,0,5.08,0.49,6.68,0.48,0.67,1,0.65,0.2
Win,Kyle Daukaus,Dustin Stoltzfus,Middleweight,U-DEC,3,am,0.73,15,11,4,0,3.22,0.52,2.94,0.42,2.12,0.25,0.82,1.9,0.75,20,15,5,0,3.49,0.44,3.29,0.48,2.4,0.4,0.46,0.7
Win,Sasha Palatnikov,Louis Cosce,Welterweight,KO/TKO Punches,3,am,0.6,10,6,4,0,6.69,0.53,5.44,0.52,0.72,1,0.7,0,0.78,9,7,2,0,4.31,0.45,5.35,0.47,1.04,0.2,0.5,0.5
Win,Rafael Dos Anjos,Paul Felder,Lightweight,S-DEC,5,am,0.67,48,32,16,0,3.48,0.47,3.21,0.6,1.95,0.35,0.55,0.6,0.74,23,17,6,0,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2
Win,Khaos Williams,Abdul Razak Alhassan,Welterweight,KO/TKO Punch,1,am,0.82,17,14,3,0,5.77,0.39,5.33,0.42,0,0,0.8,0,0.67,18,12,6,0,3.37,0.48,3.99,0.55,0.89,0.38,0.5,0.2
Win,Ashley Yoder,Miranda Granger,Women's Strawweight,U-DEC,3,am,0.47,17,8,9,0,3.42,0.39,4.13,0.47,1.09,0.27,0.66,0.6,0.7,10,7,3,0,2.79,0.47,2.57,0.57,0,0,0.33,0
Win,Sean Strickland,Brendan Allen,Catch Weight,KO/TKO Punches,2,am,0.82,34,28,6,0,5.91,0.41,4.33,0.62,0.85,0.64,0.77,0.2,0.83,29,24,5,0,3.98,0.53,3.83,0.47,1.74,0.47,0.58,1.4
Win,Cory McKenna,Kay Hansen,Women's Strawweight,U-DEC,3,am,0.73,11,8,3,0,3,0.4,3.19,0.48,2.22,0.58,0.71,0.4,0.54,13,7,6,0,3.01,0.5,3.19,0.51,1.83,0.22,0.37,0.8
Win,Kanako Murata,Randa Markos,Women's Strawweight,U-DEC,3,am,0.8,15,12,3,0,2.15,0.56,2.4,0.53,3.38,0.56,1,0.8,0.46,24,11,12,1,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2
Win,Tony Gravely,Geraldo de Freitas,Bantamweight,S-DEC,3,am,0.72,32,23,9,0,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3,0.67,18,12,6,0,3.67,0.52,2.62,0.5,3,0.45,0.59,0
Win,Alex Morono,Rhys McKee,Welterweight,U-DEC,3,am,0.73,33,24,9,0,4.87,0.4,4.16,0.58,0.32,0.22,0.55,0.4,0.65,20,13,6,1,4.8,0.45,7.85,0.42,0,0,0.41,0
Win,Don'Tale Mayes,Roque Martinez,Heavyweight,U-DEC,3,am,0.63,16,10,6,0,3.6,0.44,3.84,0.46,0.79,0.43,0.6,0,0.6,25,15,8,2,3.28,0.53,4.9,0.56,0.38,0.5,0.53,0.4
Win,Glover Teixeira,Thiago Santos,Light Heavyweight,SUB Rear Naked Choke,3,am,0.79,42,33,9,0,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,0.67,33,22,11,0,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1
Win,Andrei Arlovski,Tanner Boser,Heavyweight,U-DEC,3,am,0.6,57,34,23,0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2,0.66,32,21,10,1,4.7,0.52,2.75,0.58,0,0,0.63,0
Win,Raoni Barcelos,Khalid Taha,Bantamweight,U-DEC,3,am,0.78,23,18,5,0,5.22,0.51,4.79,0.61,1.86,0.32,0.85,0.6,0.72,18,13,5,0,2.64,0.32,4.12,0.46,0,0,0.61,0.2
Win,Giga Chikadze,Jamey Simmons,Featherweight,KO/TKO Kick,1,am,0.83,18,15,3,0,4.08,0.43,3.44,0.62,0.23,0.33,0.69,0.2,0.64,11,7,4,0,0.79,0.21,1.92,0.74,0,0,0.5,0
Win,Yan Xiaonan,Claudia Gadelha,Women's Strawweight,U-DEC,3,am,0.82,22,18,4,0,4.97,0.44,3.66,0.58,1,0.73,0.62,0,0.78,23,18,5,0,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7
Win,Trevin Giles,Bevon Lewis,Middleweight,KO/TKO Punches,3,am,0.73,22,16,6,0,3.27,0.55,2.22,0.58,1.19,0.5,0.71,0.3,0.7,10,7,3,0,3.73,0.43,2.67,0.54,0,0,0.66,0
Win,Alexandr Romanov,Marcos Rogerio de Lima,Heavyweight,SUB Forearm Choke,1,am,0.89,19,17,2,0,4.06,0.52,2.2,0.5,4.32,0.54,0.2,0.9,0.67,33,22,10,1,3.7,0.57,2.9,0.51,1.4,0.45,0.59,0.5
Win,Darren Elkins,Eduardo Garagorri,Featherweight,SUB Rear Naked Choke,3,am,0.72,39,28,11,0,3.44,0.38,3.27,0.52,2.85,0.35,0.56,1.1,0.87,15,13,2,0,3.42,0.51,2.36,0.58,0.48,1,0.61,0
Win,Max Griffin,Ramiz Brahimaj,Welterweight,KO/TKO Elbow,3,am,0.67,30,20,10,0,3.92,0.49,3.81,0.57,1.45,0.41,0.68,0.3,0.71,14,10,4,0,2.47,0.41,4.08,0.5,1.9,0.66,0.58,2.4
Win,Gustavo Lopez,Anthony Birchak,Bantamweight,SUB Rear Naked Choke,1,am,0.63,19,12,6,1,2.48,0.4,3.87,0.57,1.74,0.41,0.31,0.7,0.67,24,16,8,0,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5
Win,Uriah Hall,Anderson Silva,Middleweight,KO/TKO Punches,4,am,0.62,29,18,11,0,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,0.76,45,34,11,0,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8
Win,Bryce Mitchell,Andre Fili,Featherweight,U-DEC,3,am,0.84,19,16,3,0,2.3,0.58,1.63,0.58,3.45,0.41,0.33,1.6,0.68,34,23,11,0,3.85,0.37,4.11,0.51,2.16,0.47,0.69,0.3
Win,Greg Hardy,Maurice Greene,Heavyweight,KO/TKO Punches,2,am,0.58,12,7,5,0,4.79,0.5,3.31,0.55,0.2,0.33,0.64,0,0.56,16,9,7,0,3.28,0.45,3.61,0.45,0,0,0.27,0.4
Win,Kevin Holland,Charlie Ontiveros,Middleweight,SUB Injury,1,am,0.69,36,25,11,0,4.24,0.49,3.19,0.5,0.85,0.38,0.54,0.6,0.55,20,11,9,0,1.89,0.41,5.86,0.31,0,0,0.3,0
Win,Thiago Moises,Bobby Green,Lightweight,U-DEC,3,am,0.72,25,18,7,0,2.47,0.4,4.19,0.55,1.64,0.44,0.56,1.3,0.68,47,32,15,0,6.45,0.52,3.75,0.62,1.19,0.38,0.74,0.3
Win,Alexander Hernandez,Chris Gruetzemacher,Lightweight,KO/TKO Punches,1,am,0.64,22,14,8,0,4.33,0.41,4.66,0.55,1.06,0.31,0.59,0.1,0.75,20,15,5,0,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0
Win,Adrian Yanez,Victor Rodriguez,Bantamweight,KO/TKO Kick,1,am,0.76,21,16,5,0,6.15,0.39,5.73,0.57,0,0,1,0,0.64,11,7,4,0,1.59,0.37,6.11,0.5,0,0,0,0
Win,Sean Strickland,Jack Marshman,Middleweight,U-DEC,3,am,0.82,34,28,6,0,5.91,0.41,4.33,0.62,0.85,0.64,0.77,0.2,0.7,33,23,10,0,2.74,0.25,4.19,0.56,0,0,0.2,0
Win,Jason Witt,Cole Williams,Welterweight,SUB Arm Triangle,2,am,0.68,28,19,9,0,2.15,0.44,2.54,0.52,6.9,0.48,1,0.9,0.79,14,11,3,0,0.31,0.27,5.34,0.23,0,0,0.25,0
Win,Dustin Jacoby,Justin Ledet,Light Heavyweight,KO/TKO Punch,1,am,0.68,28,19,8,1,5.53,0.47,4.07,0.57,0.36,0.25,0.6,0,0.69,13,9,4,0,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2
Win,Miles Johns,Kevin Natividad,Bantamweight,KO/TKO Punch,3,am,0.88,16,14,2,0,3.28,0.47,2.55,0.68,1.15,0.22,0.85,0,0.69,13,9,4,0,2.68,0.34,4.29,0.47,3.66,0.5,0.83,0
Win,Khabib Nurmagomedov,Justin Gaethje,Lightweight,SUB Triangle Choke,2,am,1,29,29,0,0,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,0.83,30,25,5,0,6.78,0.59,7.46,0.52,0.11,0.25,0.75,0
Win,Robert Whittaker,Jared Cannonier,Middleweight,U-DEC,3,am,0.79,33,26,7,0,4.57,0.42,3.45,0.59,0.81,0.38,0.82,0,0.74,23,17,6,0,4.68,0.52,4.13,0.59,0.44,0.42,0.63,0
Win,Alexander Volkov,Walt Harris,Heavyweight,KO/TKO Kick,2,am,0.79,47,37,10,0,5.1,0.57,3,0.54,0.49,0.63,0.73,0.2,0.57,23,13,10,0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1
Win,Phil Hawes,Jacob Malkoun,Middleweight,KO/TKO Punches,1,am,0.67,18,12,6,0,5.33,0.59,3.72,0.55,2.11,0.34,0.9,0.2,0.73,11,8,3,0,3.86,0.56,2.48,0.52,6.62,0.42,0.2,0.4
Win,Lauren Murphy,Liliya Shakirova,Women's Flyweight,SUB Rear Naked Choke,2,am,0.73,22,16,6,0,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1,0.8,10,8,2,0,2.7,0.3,2.58,0.74,0,0,0,0
Win,Magomed Ankalaev,Ion Cutelaba,Light Heavyweight,KO/TKO Punch,1,am,0.95,20,19,1,0,3.64,0.53,2.25,0.59,1.02,0.31,0.86,0,0.63,27,17,10,0,4.44,0.43,3.43,0.47,4.17,0.57,0.76,0
Win,Tai Tuivasa,Stefan Struve,Heavyweight,KO/TKO Punches,1,am,0.68,22,15,7,0,3.96,0.49,5.05,0.43,0,0,0.57,0,0.72,46,33,13,0,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
Win,Casey Kenney,Nathaniel Wood,Catch Weight,U-DEC,3,am,0.76,21,16,4,1,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4,0.77,26,20,6,0,5.91,0.5,4.22,0.56,1.74,0.48,0.7,0.5
Win,Shavkat Rakhmonov,Alex Oliveira,Welterweight,SUB Guillotine Choke,1,am,1,18,18,0,0,4.12,0.61,2.41,0.51,1.49,0.29,1,1.8,0.65,34,22,12,0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6
Draw,Da Woon Jung,Sam Alvey,Light Heavyweight,S-DEC,3,am,0.71,21,15,5,1,3.49,0.43,3.89,0.51,1.9,0.5,0.77,0.2,0.65,51,33,18,0,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1
Win,Miranda Maverick,Liana Jojua,Women's Flyweight,KO/TKO,1,am,0.75,20,15,5,0,3.8,0.47,2.6,0.59,2.49,0.46,0.4,0.4,0.62,13,8,5,0,2.42,0.3,5.32,0.54,1.71,0.66,0.5,1.3
Win,Joel Alvarez,Alexander Yakovlev,Lightweight,SUB Armbar,1,am,0.87,23,20,3,0,3.65,0.46,3.37,0.5,0,0,0.11,1.3,0.69,35,24,10,1,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1
Win,Brian Ortega,Chan Sung Jung,Featherweight,U-DEC,5,am,0.84,19,16,3,0,4.07,0.38,6.54,0.49,1.17,0.27,0.57,1.2,0.68,25,17,8,0,3.93,0.41,4.52,0.52,0.7,0.44,0.72,0.6
Win,Jessica Andrade,Katlyn Cerminara,Women's Flyweight,KO/TKO Punch,1,am,0.68,38,26,12,0,6.62,0.5,5.37,0.55,2.37,0.55,0.72,0.3,0.75,24,18,6,0,4.58,0.34,4.48,0.62,0.31,0.15,0.5,0.3
Win,Jimmy Crute,Modestas Bukauskas,Light Heavyweight,KO/TKO Punches,1,am,0.71,17,12,4,1,3.68,0.54,3.04,0.44,4.84,0.57,0.6,2,0.71,21,15,6,0,3.28,0.41,3.87,0.5,0,0,0.71,0
Win,James Krause,Claudio Silva,Welterweight,U-DEC,3,am,0.76,37,28,9,0,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9,0.78,18,14,4,0,2.48,0.42,3,0.46,2.85,0.26,0.44,1.1
Win,Jonathan Martinez,Thomas Almeida,Featherweight,U-DEC,3,am,0.83,23,19,4,0,4.64,0.5,3.76,0.58,0.44,0.41,0.69,0.1,0.81,27,22,5,0,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0
Win,Guram Kutateladze,Mateusz Gamrot,Lightweight,S-DEC,3,am,0.75,16,12,4,0,4.62,0.45,4.53,0.56,0.69,0.18,0.75,0,0.92,26,24,2,0,3.09,0.51,3.07,0.59,5.28,0.35,0.9,0.1
Win,Gillian Robertson,Poliana Botelho,Women's Flyweight,U-DEC,3,am,0.62,21,13,8,0,2.61,0.46,3.12,0.56,2.53,0.43,0.43,1,0.62,13,8,5,0,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0
Win,JunYong Park,John Phillips,Middleweight,U-DEC,3,am,0.74,23,17,6,0,4.53,0.5,3.3,0.53,1.83,0.5,0.57,1.1,0.67,33,22,11,0,1.72,0.34,4.03,0.49,0,0,0.07,0
Win,Fares Ziam,Jamie Mullarkey,Lightweight,U-DEC,3,am,0.79,19,15,4,0,2.7,0.48,1.72,0.65,0.81,0.23,0.67,0.2,0.71,24,17,7,0,4.46,0.46,4.49,0.54,2.42,0.34,0.76,0.1
Win,Maxim Grishin,Gadzhimurad Antigulov,Light Heavyweight,KO/TKO Punches,2,am,0.73,44,32,10,2,3.26,0.52,2.27,0.58,0.21,0.16,0.66,0,0.71,28,20,8,0,2.08,0.55,4.21,0.4,5.08,0.36,0,1.4
Win,Said Nurmagomedov,Mark Striegl,Bantamweight,KO/TKO Punches,1,am,0.86,21,18,3,0,3.55,0.47,2.13,0.57,1.01,0.16,0.66,1.4,0.82,22,18,4,0,1.4,0.45,4.07,0.4,0,0,0.66,0
Win,Cory Sandhagen,Marlon Moraes,Bantamweight,KO/TKO Kick,2,am,0.81,21,17,4,0,5.33,0.44,3.4,0.58,1.36,0.33,0.64,0.3,0.68,34,23,10,1,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3
Win,Edson Barboza,Makwan Amirkhani,Featherweight,U-DEC,3,am,0.69,35,24,11,0,4.18,0.45,4.34,0.57,0.48,0.5,0.75,0.1,0.65,26,17,9,0,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1
Win,Marcin Tybura,Ben Rothwell,Heavyweight,U-DEC,3,am,0.76,33,25,8,0,3.6,0.48,3.35,0.55,1.43,0.33,0.79,0.1,0.74,53,39,14,0,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4
Win,Dricus Du Plessis,Markus Perez,Middleweight,KO/TKO Punch,1,am,0.91,23,21,2,0,6.49,0.5,4.77,0.55,3,0.51,0.4,0.8,0.71,17,12,5,0,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1
Win,Tom Aspinall,Alan Baudot,Heavyweight,KO/TKO Punches,1,am,0.82,17,14,3,0,7.72,0.66,2.77,0.66,3.46,1,1,1.7,0.73,11,8,3,0,5.36,0.58,4.82,0.46,0,0,0.62,0
Win,Ilia Topuria,Youssef Zalal,Featherweight,U-DEC,3,am,1,15,15,0,0,4.4,0.46,3.35,0.65,1.92,0.56,0.92,1.3,0.7,20,14,5,1,2.88,0.49,1.73,0.65,2.28,0.34,0.6,1.3
Win,Tom Breese,KB Bhullar,Middleweight,KO/TKO Punch,1,am,0.8,15,12,3,0,3.34,0.5,2.81,0.6,0,0,0.7,1.1,0.8,10,8,2,0,4.31,0.49,5.39,0.45,0,0,0,0
Win,Chris Daukaus,Rodrigo Nascimento,Heavyweight,KO/TKO Punches,1,am,0.63,19,12,7,0,6.05,0.5,4.64,0.55,0,0,1,0,0.92,12,11,1,0,4.31,0.48,4.76,0.43,1.2,0.33,0.77,0.7
Win,Joaquin Buckley,Impa Kasanganay,Middleweight,KO/TKO Spinning Back Kick,2,am,0.75,24,18,6,0,4.06,0.34,3.26,0.58,1.4,0.36,0.69,0,0.82,11,9,2,0,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2
Win,Tony Kelley,Ali AlQaisi,Bantamweight,U-DEC,3,am,0.73,11,8,3,0,5.55,0.47,4.85,0.45,0,0,0.52,1.4,0.62,13,8,5,0,2.43,0.42,1.97,0.56,3.5,0.29,0.6,1
Win,Giga Chikadze,Omar Morales,Featherweight,U-DEC,3,am,0.83,18,15,3,0,4.08,0.43,3.44,0.62,0.23,0.33,0.69,0.2,0.73,15,11,4,0,3.42,0.4,3.18,0.58,0.46,1,0.63,0
Win,Tracy Cortez,Stephanie Egger,Women's Bantamweight,U-DEC,3,am,0.92,12,11,1,0,4.11,0.53,2.79,0.6,2.33,0.46,0.75,0.3,0.62,13,8,5,0,2.2,0.46,2.48,0.52,2.48,0.42,0.5,0.6
Win,Tagir Ulanbekov,Bruno Silva,Flyweight,U-DEC,3,am,0.88,17,15,2,0,3.22,0.45,3.3,0.51,3.71,0.46,0.61,2.1,0.68,34,23,11,0,4.12,0.49,5.45,0.41,0.93,0.27,0.73,0
Win,Holly Holm,Irene Aldana,Women's Bantamweight,U-DEC,5,am,0.68,22,15,7,0,3.13,0.4,2.92,0.55,0.87,0.3,0.76,0.1,0.68,22,15,7,0,5.24,0.4,6.33,0.57,0.16,0.5,0.76,0.2
Win,Carlos Felipe,Yorgan De Castro,Heavyweight,U-DEC,3,am,0.85,13,11,2,0,4.88,0.45,5.6,0.5,0,0,0.72,0,0.67,9,6,3,0,2.46,0.43,3.85,0.53,0,0,0.77,0
Win,Germaine de Randamie,Julianna Pena,Women's Bantamweight,SUB Guillotine Choke,3,am,0.67,15,10,5,0,2.57,0.46,2,0.65,0,0,0.65,0.4,0.71,17,12,5,0,3.16,0.47,2.3,0.5,1.94,0.55,0.23,0.8
Win,Kyler Phillips,Cameron Else,Bantamweight,KO/TKO Elbows,2,am,0.86,14,12,2,0,5.72,0.45,3.38,0.61,2.41,0.46,0.75,0.5,0.63,16,10,6,0,1.99,0.4,8.09,0.51,0,0,0,0
Win,Dusko Todorovic,Dequan Townsend,Middleweight,KO/TKO Punches,2,am,0.75,16,12,4,0,5.54,0.57,4.55,0.46,0.96,0.12,0.45,0,0.64,33,21,12,0,1.23,0.34,3.92,0.38,0,0,0.46,0
Win,Carlos Condit,Court McGee,Welterweight,U-DEC,3,am,0.7,46,32,14,0,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1,0.63,35,22,13,0,4.6,0.37,3.62,0.61,1.84,0.25,0.69,0.4
Draw,Charles Jourdain,Josh Culibao,Featherweight,S-DEC,3,am,0.65,23,15,7,1,5.56,0.48,4.31,0.57,0.09,0.1,0.48,0.6,0.73,15,11,3,1,3.2,0.42,3.24,0.56,0,0,0.67,0.3
Win,Nassourdine Imavov,Jordan Williams,Middleweight,U-DEC,3,am,0.76,17,13,4,0,4.53,0.54,3.26,0.61,0.87,0.31,0.76,1.5,0.6,15,9,6,0,5.83,0.5,5.46,0.35,1.11,0.5,0.85,0
Win,Loma Lookboonmee,Jinh Yu Frey,Women's Strawweight,U-DEC,3,am,0.75,12,9,3,0,4.1,0.57,2.48,0.53,1.9,0.5,0.72,0.1,0.52,21,11,10,0,2.97,0.43,4.23,0.52,1.02,0.36,0.9,0.3
Win,Casey Kenney,Alatengheili,Bantamweight,U-DEC,3,am,0.76,21,16,4,1,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4,0.59,27,16,9,2,2.88,0.33,5.03,0.58,1.82,0.4,0.72,0
Win,Luigi Vendramini,Jessin Ayari,Lightweight,KO/TKO Kick,1,am,0.75,12,9,3,0,2.82,0.4,3.82,0.57,1.11,0.15,1,0.6,0.73,22,16,6,0,3.53,0.37,3.59,0.58,0,0,0.5,0.3
Win,Israel Adesanya,Paulo Costa,Middleweight,KO/TKO Punch,2,am,0.89,27,24,3,0,3.93,0.48,3.11,0.56,0.05,0.14,0.77,0.1,0.82,17,14,3,0,6.2,0.58,6.38,0.47,0.45,0.75,0.8,0
Win,Jan Blachowicz,Dominick Reyes,Light Heavyweight,KO/TKO Punch,2,am,0.73,40,29,10,1,3.41,0.5,2.91,0.53,1.09,0.5,0.68,0.3,0.75,16,12,4,0,4.75,0.5,3.77,0.48,0.36,0.28,0.8,0.4
Win,Brandon Royval,Kai Kara-France,Flyweight,SUB Guillotine Choke,2,am,0.7,23,16,7,0,4.33,0.36,3.42,0.46,0.47,0.6,0.4,1.1,0.69,35,24,11,0,4.57,0.39,3.24,0.65,0.63,0.33,0.88,0
Win,Ketlen Vieira,Sijara Eubanks,Women's Bantamweight,U-DEC,3,am,0.82,17,14,3,0,3.04,0.41,3.92,0.51,1.51,0.44,0.92,0.6,0.53,15,8,7,0,4.3,0.43,3.43,0.57,1.9,0.44,0.66,0.3
Win,Hakeem Dawodu,Zubaira Tukhugov,Featherweight,S-DEC,3,am,0.72,18,13,4,1,5.45,0.5,3.37,0.56,0,0,0.65,0,0.74,27,20,6,1,3.17,0.39,3.07,0.63,2.13,0.39,1,0
Win,Brad Riddell,Alex Da Silva,Lightweight,U-DEC,3,am,0.71,14,10,4,0,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0,0.84,25,21,4,0,2.14,0.46,2.52,0.56,1.97,0.43,0.76,0.3
Win,Jake Matthews,Diego Sanchez,Welterweight,U-DEC,3,am,0.73,26,19,7,0,3.3,0.45,2.56,0.6,1.59,0.4,0.62,0.6,0.7,44,31,13,0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8
Win,Ludovit Klein,Shane Young,Featherweight,KO/TKO Kick,1,am,0.81,26,21,4,1,3.96,0.55,3.74,0.53,1.77,0.47,0.83,0,0.62,21,13,8,0,5.19,0.4,5.46,0.52,0.63,0.18,0.64,0
Win,William Knight,Aleksa Camur,Light Heavyweight,U-DEC,3,am,0.69,16,11,5,0,2.62,0.56,3.3,0.35,1.78,0.4,0.48,0.4,0.67,9,6,3,0,4.73,0.57,4.26,0.54,0.46,0.22,0.5,0
Win,Juan Espino,Jeff Hughes,Heavyweight,SUB Scarf Hold,1,am,0.85,13,11,2,0,2.38,0.7,1.95,0.4,8.93,0.78,0.5,2.4,0.71,14,10,4,0,3.95,0.51,3.67,0.6,0.71,0.5,0.45,0
Win,Danilo Marques,Khadis Ibragimov,Light Heavyweight,U-DEC,3,am,0.73,15,11,4,0,1.44,0.79,2.52,0.52,3.93,0.28,0,0.8,0.67,12,8,4,0,3.55,0.49,4.26,0.47,0.97,0.3,0.8,0.3
Win,Colby Covington,Tyron Woodley,Welterweight,KO/TKO,5,am,0.81,21,17,4,0,3.88,0.38,2.98,0.55,3.79,0.44,0.67,0.2,0.7,27,19,7,1,2.36,0.48,2.76,0.54,1.06,0.4,0.87,0.4
Win,Khamzat Chimaev,Gerald Meerschaert,Middleweight,KO/TKO Punch,1,am,1,13,13,0,0,5.72,0.58,3.46,0.42,3.99,0.46,1,2.7,0.68,53,36,17,0,3.18,0.45,3.37,0.53,2.17,0.38,0.34,1.6
Win,Johnny Walker,Ryan Spann,Light Heavyweight,KO/TKO Punches,1,am,0.72,29,21,8,0,3.81,0.53,2.83,0.44,0.46,1,0.57,0.9,0.7,30,21,9,0,3.42,0.4,3.91,0.45,1.29,0.35,0.47,1.5
Win,Mackenzie Dern,Randa Markos,Women's Strawweight,SUB Armbar,1,am,0.72,18,13,5,0,3.31,0.4,4.09,0.51,0.79,0.15,0.28,1.3,0.46,24,11,12,1,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2
Win,Kevin Holland,Darren Stewart,Middleweight,S-DEC,3,am,0.69,36,25,11,0,4.24,0.49,3.19,0.5,0.85,0.38,0.54,0.6,0.6,20,12,8,0,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1
Win,David Dvorak,Jordan Espinosa,Flyweight,U-DEC,3,am,0.77,26,20,6,0,3.48,0.43,3.29,0.59,0.58,0.3,0.7,0.2,0.63,24,15,9,0,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2
Win,Damon Jackson,Mirsad Bektic,Featherweight,SUB Guillotine Choke,3,am,0.79,29,23,6,0,3,0.41,3.29,0.51,2.51,0.35,0.4,1.4,0.76,17,13,4,0,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4
Win,Mayra Bueno Silva,Mara Romero Borella,Women's Flyweight,SUB Armbar,1,am,0.77,13,10,3,0,3.84,0.57,4.86,0.53,0.68,0.38,0.68,1.6,0.57,21,12,9,0,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2
Win,Jessica-Rose Clark,Sarah Alpar,Women's Bantamweight,KO/TKO Knee,3,am,0.55,20,11,9,0,3.73,0.51,3.51,0.58,1.66,0.42,0.62,0.3,0.6,15,9,6,0,2.36,0.44,6.06,0.38,1.61,0.26,0.2,0.4
Win,Darrick Minner,TJ Laramie,Featherweight,SUB Guillotine Choke,1,am,0.65,40,26,14,0,2.63,0.65,2.28,0.35,2.4,0.72,0.66,2.7,0.71,17,12,5,0,1.49,0.5,2.64,0.38,1.44,0.33,0.4,0
Win,Randy Costa,Journey Newson,Bantamweight,KO/TKO Kick,1,am,0.6,10,6,4,0,6.53,0.46,7.58,0.58,0,0,0.5,0,0.67,15,10,5,0,2.64,0.32,2.57,0.64,0.56,0.16,0.43,0.3
Win,Andre Ewell,Irwin Rivera,Bantamweight,S-DEC,3,am,0.65,26,17,9,0,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1,0.63,16,10,6,0,3.36,0.44,5.07,0.57,1,0.16,0.7,0
Win,Tyson Nam,Jerome Rivera,Bantamweight,KO/TKO Punches,2,am,0.58,36,21,14,1,3.87,0.33,4.97,0.65,0,0,0.87,0,0.63,16,10,6,0,3.21,0.33,2.6,0.51,0,0,0.4,0
Win,Michelle Waterson-Gomez,Angela Hill,Women's Strawweight,S-DEC,5,am,0.6,30,18,12,0,3.56,0.46,4.19,0.49,1.42,0.32,0.7,0.7,0.55,29,16,13,0,5.44,0.5,4.94,0.61,0.73,0.34,0.75,0.1
Win,Ottman Azaitar,Khama Worthy,Lightweight,KO/TKO Punches,1,am,0.87,15,13,2,0,5.73,0.51,4.96,0.48,0,0,1,0,0.64,25,16,9,0,4.18,0.48,4.45,0.46,0,0,0.57,0.7
Win,Roxanne Modafferi,Andrea Lee,Women's Flyweight,U-DEC,3,am,0.54,46,25,21,0,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1,0.59,22,13,9,0,4.69,0.46,3.76,0.62,1.85,0.58,0.55,0.6
Win,Ed Herman,Mike Rodriguez,Light Heavyweight,SUB Kimura,3,am,0.63,43,27,16,0,3.31,0.48,3.71,0.42,1.96,0.47,0.59,1,0.61,18,11,7,0,4.35,0.53,4.24,0.41,0,0,0.37,0
